         1464358 function calls (1453385 primitive calls) in 16.138 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 variable.py:2859(<genexpr>)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
       28    0.000    0.000    0.000    0.000 indexes.py:1757(<genexpr>)
       22    0.000    0.000    0.000    0.000 dataset.py:439(__iter__)
        1    0.000    0.000    0.000    0.000 functoolz.py:148(InstanceProperty)
        1    0.000    0.000    0.000    0.000 _task_spec.py:360(TaskRef)
        1    0.000    0.000    0.000    0.000 common.py:1117(_maybe_memory_map)
       13    0.000    0.000    0.000    0.000 cloudpickle.py:195(_whichmodule)
       37    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       12    0.000    0.000    0.000    0.000 variables.py:583(encode)
        1    0.000    0.000    0.000    0.000 _task_spec.py:188(_MultiSet)
       50    0.000    0.000    0.000    0.000 common.py:1194(<lambda>)
       12    0.000    0.000    0.000    0.000 conventions.py:86(ensure_not_multiindex)
      171    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
       15    0.000    0.000    0.000    0.000 variable.py:628(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_parser.py:350(_maybe_make_multi_index_columns)
        7    0.000    0.000    0.000    0.000 managers.py:1850(from_blocks)
        1    0.000    0.000    0.000    0.000 connection.py:431(Listener)
       12    0.000    0.000    0.000    0.000 variables.py:537(encode)
      118    0.000    0.000    0.000    0.000 generic.py:405(flags)
       14    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
       14    0.000    0.000    0.000    0.000 datetimes.py:576(tz)
      148    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       12    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
        5    0.000    0.000    0.000    0.000 frame.py:4585(_ensure_valid_index)
       76    0.000    0.000    0.000    0.000 events.py:65(__init__)
        1    0.000    0.000    0.000    0.000 local.py:538(SynchronousExecutor)
        1    0.000    0.000    0.000    0.000 multiprocessing.py:53(RemoteException)
       14    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
       64    0.000    0.000    0.000    0.000 typing.py:911(__eq__)
       45    0.000    0.000    0.000    0.000 enum.py:1276(value)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:200(reshape)
        7    0.000    0.000    0.000    0.000 base.py:2776(_is_multi)
        6    0.000    0.000    0.000    0.000 common.py:1342(is_complex_dtype)
        1    0.000    0.000    0.000    0.000 groupby.py:594(BinGrouper)
        1    0.000    0.000    0.000    0.000 threading.py:595(set)
       13    0.000    0.000    0.000    0.000 constructor.py:220(construct_yaml_null)
       11    0.000    0.000    0.000    0.000 _signatures.py:614(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:560(literal)
       21    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
       27    0.000    0.000    0.000    0.000 config.py:617(_select_options)
       18    0.000    0.000    0.000    0.000 base.py:84(<genexpr>)
       19    0.000    0.000    0.000    0.000 merge.py:565(assert_valid_explicit_coords)
       49    0.000    0.000    0.000    0.000 scanner.py:349(add_indent)
        1    0.000    0.000    0.000    0.000 readers.py:2056(_clean_na_values)
       20    0.000    0.000    0.000    0.000 frozen.py:98(__reduce__)
        1    0.000    0.000    0.000    0.000 pool.py:921(ThreadPool)
       11    0.000    0.000    0.000    0.000 _parser.py:267(getuntil)
        7    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
       76    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1424(OperatorMethodMixin)
       68    0.000    0.000    0.000    0.000 numeric.py:63(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 sizeof.py:62(SimpleSizeof)
        1    0.000    0.000    0.000    0.000 _task_spec.py:863(DependenciesMapping)
        3    0.000    0.000    0.000    0.000 typing.py:1738(_caller)
        8    0.000    0.000    0.000    0.000 multiarray.py:1131(putmask)
       22    0.000    0.000    0.000    0.000 generic.py:572(_get_axis_number)
       23    0.000    0.000    0.000    0.000 computation.py:1238(<genexpr>)
        3    0.000    0.000    0.000    0.000 inspect.py:1805(_shadowed_dict_from_mro_tuple)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
       12    0.000    0.000    0.000    0.000 utils.py:479(_tostr)
       76    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
        1    0.000    0.000    0.000    0.000 context.py:57(GlobalMethod)
        4    0.000    0.000    0.000    0.000 _dtype.py:178(_datetime_metadata_str)
        3    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 take.py:564(_take_preprocess_indexer_and_fill_value)
       10    0.000    0.000    0.000    0.000 nputils.py:96(_ensure_bool_is_ndarray)
       20    0.000    0.000    0.000    0.000 variable.py:2799(name)
       91    0.000    0.000    0.000    0.000 coordinates.py:698(__init__)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2317(_any_dispatcher)
        2    0.000    0.000    0.000    0.000 utils.py:712(__init__)
       25    0.000    0.000    0.000    0.000 function_base.py:1457(_interp_dispatcher)
        2    0.000    0.000    0.000    0.000 common.py:91(ensure_python_int)
        4    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
      183    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 datetimes.py:769(_assert_tzawareness_compat)
       12    0.000    0.000    0.000    0.000 variables.py:493(encode)
        1    0.000    0.000    0.000    0.000 typing.py:65(PostPersistCallable)
       21    0.000    0.000    0.000    0.000 numeric.py:2374(_array_equal_dispatcher)
       10    0.000    0.000    0.000    0.000 dataarray.py:915(encoding)
      150    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       68    0.000    0.000    0.000    0.000 multiarray.py:85(empty_like)
       40    0.000    0.000    0.000    0.000 utils.py:548(__len__)
       17    0.000    0.000    0.000    0.000 events.py:5(__init__)
       28    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
        1    0.000    0.000    0.000    0.000 plugins.py:93(sort_backends)
        1    0.000    0.000    0.000    0.000 functoolz.py:648(juxt)
       66    0.000    0.000    0.000    0.000 _parser.py:79(groups)
       17    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
        1    0.000    0.000    0.000    0.000 utils.py:1215(methodcaller)
        1    0.000    0.000    0.000    0.000 order.py:58(Order)
        7    0.000    0.000    0.000    0.000 _build_tlz.py:51(create_module)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:492(_empty_cell_value)
       92    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
       90    0.000    0.000    0.000    0.000 range.py:376(dtype)
        3    0.000    0.000    0.000    0.000 common.py:188(_expand_user)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
       10    0.000    0.000    0.000    0.000 shape_base.py:1257(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:578(SocketListener)
        1    0.000    0.000    0.000    0.000 __init__.py:351(__init__)
       57    0.000    0.000    0.000    0.000 scanner.py:312(remove_possible_simple_key)
        8    0.000    0.000    0.000    0.000 dicttoolz.py:11(_get_factory)
       78    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        4    0.000    0.000    0.000    0.000 enum.py:950(_get_mixins_)
        1    0.000    0.000    0.000    0.000 scanner.py:698(check_document_end)
       20    0.000    0.000    0.000    0.000 coordinates.py:830(_names)
        1    0.000    0.000    0.000    0.000 reader.py:138(check_printable)
       15    0.000    0.000    0.000    0.000 utils.py:152(wrapper_setattr)
       57    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
       11    0.000    0.000    0.000    0.000 locks.py:281(ensure_lock)
       14    0.000    0.000    0.000    0.000 _parser.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 api.py:116(_get_default_engine_netcdf)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:2416(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 base_parser.py:893(_check_data_length)
        6    0.000    0.000    0.000    0.000 common.py:372(apply_if_callable)
        1    0.000    0.000    0.000    0.000 pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 process.py:68(_ThreadWakeup)
        2    0.000    0.000    0.000    0.000 __init__.py:777(find_distributions)
       20    0.000    0.000    0.000    0.000 utils.py:629(close_on_error)
        1    0.000    0.000    0.000    0.000 groupby.py:585(Grouper)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2508(_cumsum_dispatcher)
       67    0.000    0.000    0.000    0.000 std.py:163(colour)
        4    0.000    0.000    0.000    0.000 concat.py:268(_calc_concat_dim_index)
        5    0.000    0.000    0.000    0.000 {built-in method _operator.inv}
       47    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 typing.py:1152(__getattr__)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:2687(_max_dispatcher)
       50    0.000    0.000    0.000    0.000 coordinates.py:811(__init__)
        1    0.000    0.000    0.000    0.000 plugins.py:70(backends_dict_from_pkg)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        3    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 delayed.py:729(DelayedAttr)
        1    0.000    0.000    0.000    0.000 base_parser.py:1426(_validate_parse_dates_arg)
       12    0.000    0.000    0.000    0.000 strings.py:102(ensure_fixed_length_bytes)
      183    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:3265(_round_dispatcher)
       10    0.000    0.000    0.000    0.000 range.py:553(equals)
       10    0.000    0.000    0.000    0.000 dataarray.py:906(attrs)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1279(_sanity_check)
      138    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
       14    0.000    0.000    0.000    0.000 alignment.py:250(<lambda>)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 function.py:64(__call__)
       16    0.000    0.000    0.000    0.000 managers.py:913(__init__)
       10    0.000    0.000    0.000    0.000 options.py:137(_get_boolean_with_default)
        3    0.000    0.000    0.000    0.000 constructor.py:233(construct_yaml_bool)
        1    0.000    0.000    0.000    0.000 utils.py:83(_deprecated)
        9    0.000    0.000    0.000    0.000 functoolz.py:153(__init__)
        1    0.000    0.000    0.000    0.000 callbacks.py:120(add_callbacks)
       15    0.000    0.000    0.000    0.000 shape_base.py:1267(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:448(size)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        2    0.000    0.000    0.000    0.000 threading.py:1528(_register_atexit)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        7    0.000    0.000    0.000    0.000 scanner.py:690(check_document_start)
        1    0.000    0.000    0.000    0.000 typing.py:406(HLGDaskCollection)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
       98    0.000    0.000    0.000    0.000 os.py:703(__iter__)
        5    0.000    0.000    0.000    0.000 dataset.py:740(attrs)
       49    0.000    0.000    0.000    0.000 scanner.py:38(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
       12    0.000    0.000    0.000    0.000 base.py:540(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 threading.py:1022(_set_tstate_lock)
        4    0.000    0.000    0.000    0.000 duck_array_ops.py:246(lazy_array_equiv)
        3    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 typing.py:1767(_lazy_load_getattr_static)
        2    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
       10    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       41    0.000    0.000    0.000    0.000 managers.py:196(blklocs)
       12    0.000    0.000    0.000    0.000 api.py:147(check_name)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 process.py:163(_SafeQueue)
        1    0.000    0.000    0.000    0.000 synchronize.py:166(Lock)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:309(__subclasshook__)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:392(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
       10    0.000    0.000    0.000    0.000 std.py:1153(_comparable)
       12    0.000    0.000    0.000    0.000 concat.py:468(<genexpr>)
        1    0.000    0.000    0.000    0.000 constructor.py:713(UnsafeConstructor)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        5    0.000    0.000    0.000    0.000 coordinates.py:705(dims)
       25    0.000    0.000    0.000    0.000 netCDF4_.py:291(<genexpr>)
        1    0.000    0.000    0.000    0.000 constructor.py:16(ConstructorError)
        1    0.000    0.000    0.000    0.000 local.py:579(MultiprocessingPoolExecutor)
        1    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
       21    0.000    0.000    0.000    0.000 version.py:94(__ge__)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
       50    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 shape_base.py:1181(_tile_dispatcher)
       30    0.000    0.000    0.000    0.000 variable.py:1329(<genexpr>)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        5    0.000    0.000    0.000    0.000 index_tricks.py:764(__getitem__)
        5    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
       36    0.000    0.000    0.000    0.000 strings.py:30(check_vlen_dtype)
       55    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
       38    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        1    0.000    0.000    0.000    0.000 common.py:292(is_fsspec_url)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:2123(_signature_is_builtin)
        5    0.000    0.000    0.000    0.000 generic.py:4518(_check_inplace_and_allows_duplicate_labels)
        3    0.000    0.000    0.000    0.000 lru_cache.py:81(__delitem__)
        1    0.000    0.000    0.000    0.000 groupby.py:604(TimeResampleGrouper)
       10    0.000    0.000    0.000    0.000 functoolz.py:230(func)
       57    0.000    0.000    0.000    0.000 managers.py:1940(_block)
        5    0.000    0.000    0.000    0.000 dataset.py:446(__len__)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        7    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 __init__.py:998(__init__)
      122    0.000    0.000    0.000    0.000 __init__.py:803(__init__)
       10    0.000    0.000    0.000    0.000 base.py:692(_constructor)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:194(close)
       11    0.000    0.000    0.000    0.000 utils.py:731(register_lazy)
        1    0.000    0.000    0.000    0.000 utils.py:2105(cached_property)
       21    0.000    0.000    0.000    0.000 inspect.py:2005(_signature_get_user_defined_method)
       50    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 datetimelike.py:108(asi8)
        1    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
       35    0.000    0.000    0.000    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 common.py:401(set_attributes)
        1    0.000    0.000    0.000    0.000 serializer.py:8(SerializerError)
       59    0.000    0.000    0.000    0.000 flags.py:55(allows_duplicate_labels)
       16    0.000    0.000    0.000    0.000 events.py:22(__init__)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        2    0.000    0.000    0.000    0.000 _task_spec.py:99(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 strings.py:217(__init__)
        1    0.000    0.000    0.000    0.000 context.py:237(get_context)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:104(_check_methods)
       29    0.000    0.000    0.000    0.000 coordinates.py:382(_names)
        1    0.000    0.000    0.000    0.000 datetimes.py:410(_is_comparable_dtype)
        1    0.000    0.000    0.000    0.000 groupby.py:1637(DataArrayGroupBy)
       14    0.000    0.000    0.000    0.000 netCDF4_.py:200(_ensure_no_forward_slash_in_name)
      140    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 inference.py:105(is_file_like)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:511(_is_param_expr)
        7    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 process.py:126(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 utils.py:2113(_HashIdWrapper)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 pydevd_constants.py:810(get_protocol)
        9    0.000    0.000    0.000    0.000 construction.py:688(_sanitize_non_ordered)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 utils.py:1252(itemgetter)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
       29    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
       23    0.000    0.000    0.000    0.000 computation.py:81(<genexpr>)
        2    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        4    0.000    0.000    0.000    0.000 pydevd_utils.py:248(notify_about_gevent_if_needed)
        8    0.000    0.000    0.000    0.000 dataset.py:451(__contains__)
        1    0.000    0.000    0.000    0.000 utils.py:443(IndexCallable)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:983(create_module)
        5    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 weakref.py:105(remove)
       48    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       20    0.000    0.000    0.000    0.000 base.py:1979(nlevels)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:407(__subclasshook__)
       50    0.000    0.000    0.000    0.000 index_tricks.py:671(__iter__)
       40    0.000    0.000    0.000    0.000 dataarray.py:669(name)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 cast.py:524(ensure_dtype_can_hold_na)
        6    0.000    0.000    0.000    0.000 typing.py:1389(__mro_entries__)
        2    0.000    0.000    0.000    0.000 __init__.py:396(__getitem__)
       25    0.000    0.000    0.000    0.000 type_check.py:205(_is_type_dispatcher)
        5    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 connection.py:952(ConnectionWrapper)
       12    0.000    0.000    0.000    0.000 indexes.py:655(<genexpr>)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
       27    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       34    0.000    0.000    0.000    0.000 six.py:194(find_spec)
      115    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
       27    0.000    0.000    0.000    0.000 config.py:649(_get_deprecated_option)
       35    0.000    0.000    0.000    0.000 dataset.py:436(__init__)
       20    0.000    0.000    0.000    0.000 utils.py:510(__init__)
       16    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:110(register)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       18    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:1136(_argmax_dispatcher)
        1    0.000    0.000    0.000    0.000 _validators.py:450(check_dtype_backend)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        6    0.000    0.000    0.000    0.000 contextlib.py:345(__enter__)
        1    0.000    0.000    0.000    0.000 base_parser.py:986(_validate_usecols_arg)
        6    0.000    0.000    0.000    0.000 connection.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 _task_spec.py:907(_DevNullMapping)
        1    0.000    0.000    0.000    0.000 threading.py:1228(daemon)
        4    0.000    0.000    0.000    0.000 common.py:1229(<genexpr>)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1569(<genexpr>)
       36    0.000    0.000    0.000    0.000 dtypes.py:790(unit)
        2    0.000    0.000    0.000    0.000 readers.py:527(validate_integer)
        5    0.000    0.000    0.000    0.000 utils.py:432(__len__)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        6    0.000    0.000    0.000    0.000 contextlib.py:343(__init__)
       26    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 threading.py:256(__init__)
        6    0.000    0.000    0.000    0.000 computation.py:90(<genexpr>)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:3104(_cumprod_dispatcher)
        2    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2974(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 groupby.py:1878(DatasetGroupBy)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
        1    0.000    0.000    0.000    0.000 resolver.py:167(Resolver)
        1    0.000    0.000    0.000    0.000 threading.py:1333(_make_invoke_excepthook)
       30    0.000    0.000    0.000    0.000 base.py:363(ndim)
        7    0.000    0.000    0.000    0.000 scanner.py:706(check_block_entry)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
       14    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 base_parser.py:255(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 cyaml.py:30(CFullLoader)
        5    0.000    0.000    0.000    0.000 typing.py:310(_deduplicate)
        1    0.000    0.000    0.000    0.000 datetimes.py:265(_engine_type)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:124(__subclasshook__)
        1    0.000    0.000    0.000    0.000 pydevd_comm.py:196(_read)
        6    0.000    0.000    0.000    0.000 glob.py:213(_join)
       15    0.000    0.000    0.000    0.000 std.py:226(__init__)
        6    0.000    0.000    0.000    0.000 computation.py:98(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
       19    0.000    0.000    0.000    0.000 _parser.py:946(fix_flags)
       75    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
        1    0.000    0.000    0.000    0.000 loader.py:31(SafeLoader)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        3    0.000    0.000    0.000    0.000 base_parser.py:1447(is_index_col)
       95    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
       12    0.000    0.000    0.000    0.000 common.py:122(_encode_variable_name)
       17    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       10    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 readers.py:2365(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 utils.py:1270(MethodCache)
       37    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 readers.py:559(_validate_names)
        1    0.000    0.000    0.000    0.000 constructor.py:24(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        5    0.000    0.000    0.000    0.000 numeric.py:734(_convolve_dispatcher)
       24    0.000    0.000    0.000    0.000 dtypes.py:804(tz)
        1    0.000    0.000    0.000    0.000 range.py:216(_validate_dtype)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
       11    0.000    0.000    0.000    0.000 utils.py:737(wrapper)
        1    0.000    0.000    0.000    0.000 process.py:120(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 threading.py:403(notify_all)
       10    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
       21    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 enum.py:991(_find_data_type_)
        3    0.000    0.000    0.000    0.000 computation.py:1269(<genexpr>)
        1    0.000    0.000    0.000    0.000 events.py:46(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
       74    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1152(__init__)
        3    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 thread.py:115(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 pydevd_schema.py:8318(to_dict)
        5    0.000    0.000    0.000    0.000 function_base.py:5365(_insert_dispatcher)
        5    0.000    0.000    0.000    0.000 common.py:1230(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:589(UniqueGrouper)
       17    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        2    0.000    0.000    0.000    0.000 datetimes.py:217(_scalar_type)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 _build_tlz.py:10(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:906(IMapUnorderedIterator)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       10    0.000    0.000    0.000    0.000 type_check.py:116(_real_dispatcher)
        2    0.000    0.000    0.000    0.000 common.py:192(<genexpr>)
       12    0.000    0.000    0.000    0.000 computation.py:82(<genexpr>)
        1    0.000    0.000    0.000    0.000 readers.py:2267(_extract_dialect)
        1    0.000    0.000    0.000    0.000 loader.py:55(UnsafeLoader)
        1    0.000    0.000    0.000    0.000 weakref.py:133(__getitem__)
       24    0.000    0.000    0.000    0.000 series.py:1480(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 loader.py:41(Loader)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:476(instance)
        1    0.000    0.000    0.000    0.000 netCDF4_.py:470(<genexpr>)
        1    0.000    0.000    0.000    0.000 cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
       39    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:1018(_find_new_)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
